248.0,2452.0,4086.0,3066.0,418.0,873.0,2350.0,856.0,2479.0,197.0,1474.0,8880.0,3742.0,14914.0,163.0,1884.0,111.0,11075.0,5542.0,8717.0,2547.0,1462.0,854.0,302.0,1636.0,603.0,6692.0
3713.0,539.0,48.0,58.0,4406.0,12.0,4.0,48.0,2027.0,43.0,30.0,2375.0,53.0,44.0,2769.0,11.0,2.0,2455.0,493.0,68.0,2019.0,16.0,9.0,0.0,428.0,6.0,377.0
5193.0,27.0,989.0,77.0,3300.0,39.0,142.0,7114.0,2335.0,2.0,3818.0,1374.0,85.0,79.0,6520.0,32.0,100.0,1857.0,427.0,1952.0,1383.0,13.0,23.0,2.0,426.0,215.0,1382.0
2706.0,177.0,101.0,663.0,7497.0,136.0,491.0,181.0,4504.0,66.0,48.0,860.0,277.0,214.0,2560.0,52.0,19.0,1302.0,1457.0,267.0,1225.0,154.0,247.0,0.0,539.0,64.0,9103.0
4211.0,1117.0,3364.0,7947.0,2650.0,1132.0,1444.0,812.0,2680.0,160.0,716.0,8518.0,2944.0,11815.0,702.0,1490.0,212.0,23356.0,12176.0,4673.0,728.0,1583.0,1098.0,1160.0,2473.0,362.0,14939.0
1370.0,13.0,29.0,25.0,2086.0,1587.0,16.0,16.0,2173.0,4.0,22.0,1047.0,44.0,44.0,1630.0,8.0,1.0,1221.0,231.0,463.0,836.0,1.0,5.0,1.0,177.0,4.0,820.0
2677.0,73.0,10.0,73.0,4633.0,46.0,700.0,1524.0,1866.0,12.0,13.0,1335.0,183.0,615.0,1689.0,23.0,6.0,2200.0,864.0,228.0,1277.0,6.0,85.0,1.0,298.0,8.0,6844.0
5652.0,157.0,52.0,55.0,5969.0,81.0,17.0,44.0,3747.0,8.0,61.0,770.0,492.0,501.0,3806.0,23.0,6.0,906.0,464.0,842.0,1399.0,15.0,221.0,0.0,596.0,1.0,2909.0
3714.0,1036.0,6229.0,2365.0,4855.0,1202.0,2343.0,131.0,42.0,66.0,750.0,4781.0,2273.0,18614.0,4410.0,1289.0,111.0,2507.0,7292.0,5448.0,280.0,1644.0,62.0,209.0,62.0,1323.0,3402.0
749.0,0.0,14.0,16.0,569.0,2.0,0.0,4.0,210.0,3.0,14.0,2.0,3.0,18.0,549.0,0.0,0.0,2.0,12.0,8.0,494.0,2.0,1.0,0.0,5.0,1.0,28.0
1681.0,85.0,15.0,29.0,3938.0,39.0,10.0,238.0,2720.0,16.0,74.0,791.0,164.0,353.0,1392.0,36.0,0.0,524.0,958.0,56.0,516.0,18.0,124.0,0.0,450.0,3.0,2956.0
7451.0,527.0,386.0,1650.0,11157.0,451.0,255.0,154.0,8197.0,18.0,456.0,7276.0,762.0,131.0,4522.0,276.0,12.0,106.0,1864.0,1316.0,1754.0,435.0,147.0,7.0,2703.0,134.0,5185.0
7821.0,1238.0,1109.0,34.0,5196.0,47.0,33.0,39.0,4048.0,6.0,41.0,160.0,1082.0,114.0,3189.0,1804.0,13.0,95.0,834.0,36.0,1210.0,13.0,27.0,1.0,247.0,9.0,2204.0
4845.0,698.0,2684.0,5163.0,8088.0,672.0,9134.0,394.0,4732.0,154.0,1191.0,327.0,220.0,2105.0,3489.0,163.0,87.0,284.0,6059.0,6672.0,689.0,426.0,212.0,23.0,511.0,393.0,13509.0
838.0,1212.0,1955.0,1834.0,902.0,850.0,1419.0,565.0,798.0,98.0,828.0,4775.0,3101.0,12449.0,2354.0,1843.0,35.0,8218.0,3600.0,2528.0,3811.0,1593.0,2262.0,289.0,589.0,287.0,4581.0
2982.0,35.0,39.0,34.0,4111.0,149.0,20.0,1287.0,2008.0,9.0,88.0,1592.0,56.0,57.0,2573.0,1323.0,0.0,2694.0,787.0,664.0,835.0,0.0,28.0,1.0,183.0,1.0,969.0
12.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1335.0,4.0,0.0,0.0,0.0,0.0,33.0
9080.0,1006.0,1244.0,2415.0,11684.0,463.0,1746.0,325.0,8587.0,51.0,1020.0,1181.0,1678.0,1851.0,7331.0,650.0,52.0,2195.0,5399.0,3565.0,2150.0,560.0,277.0,14.0,1605.0,195.0,10978.0
2983.0,442.0,3230.0,140.0,6062.0,138.0,73.0,3703.0,3824.0,24.0,1722.0,1204.0,1137.0,510.0,3045.0,1798.0,168.0,143.0,4098.0,9563.0,1860.0,66.0,568.0,1.0,490.0,149.0,28609.0
5236.0,136.0,632.0,49.0,11321.0,151.0,71.0,3699.0,9003.0,26.0,128.0,1117.0,376.0,290.0,4888.0,80.0,2.0,4112.0,3423.0,3269.0,1642.0,47.0,322.0,3.0,1214.0,937.0,6828.0
993.0,1008.0,1410.0,1084.0,1571.0,448.0,1164.0,190.0,1173.0,60.0,280.0,2552.0,1865.0,3857.0,194.0,972.0,18.0,4147.0,3600.0,2455.0,17.0,129.0,40.0,166.0,100.0,224.0,580.0
2076.0,0.0,12.0,9.0,4476.0,0.0,4.0,4.0,2546.0,1.0,6.0,72.0,2.0,19.0,795.0,2.0,0.0,83.0,105.0,6.0,65.0,8.0,0.0,0.0,71.0,1.0,217.0
2251.0,86.0,31.0,104.0,2016.0,27.0,13.0,828.0,1922.0,4.0,67.0,210.0,56.0,425.0,1141.0,18.0,1.0,257.0,672.0,58.0,60.0,6.0,3.0,0.0,145.0,2.0,749.0
